HITId,summary,memType,storyIx,sentIx,sent,HippocorpusAssignmentId,rawEventAnnot,majorBin,minorBin,expectedBin,surprisingBin,eventOrNot
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,1,I then was placed on disability social security and suddenly found myself retired.,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"minor-expected,major-surprising,major-surprising,major-expected,major-expected,minor-expected,minor-expected,major-surprising",0.625,0.375,0.625,0.375,1.0
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,2,"Luckily, I just lost some use of my legs and went blind in my left eye, but better than those that suffered far worse then I.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising",0.875,0.0,0.0,0.875,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,3,"Within this time, I became reacquainted with my very first kiss 48 years earlier.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"major-surprising,major-surprising,major-surprising,minor-expected,major-surprising,major-surprising,major-surprising,major-surprising",0.875,0.125,0.125,0.875,1.0
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,4,Her name was Debbie.,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent,noEvent,noEvent",0.125,0.0,0.0,0.125,0.125
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,5,"While talking with her on New Year's Day 2019, she mentioned she was lonely, as was I.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"minor-expected,major-surprising,noEvent,major-expected,minor-expected,minor-expected,minor-expected,major-surprising",0.375,0.5,0.625,0.25,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,6,She said she was very single and living with her son in Daytona Beach Florida and invited me down (I lived in a suburb of Cleveland Ohio at the time.),3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"minor-expected,major-surprising,major-surprising,major-surprising,major-surprising,noEvent,minor-expected,noEvent",0.5,0.25,0.25,0.5,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,7,"I planned to visit her, as I was nearing the end of my operations, and pretty sick of Northern winter weather.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-expected,noEvent,major-expected,major-surprising,minor-expected,minor-expected,minor-expected",0.375,0.375,0.625,0.125,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,8,"So, I visited this woman I had not seen in 48 years in April of this year.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-surprising,major-surprising,major-surprising,noEvent,major-surprising,noEvent,noEvent",0.5,0.0,0.0,0.5,0.5
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,9,"I was shocked that she wanted to see me the entire time I was there, but dismayed I didn't get our second kiss.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"major-expected,major-surprising,major-surprising,major-expected,major-surprising,minor-expected,noEvent,major-surprising",0.75,0.125,0.375,0.5,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,10,I found and find her very attractive still.,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-surprising,noEvent,major-surprising,minor-expected,minor-expected,major-surprising,noEvent",0.375,0.25,0.25,0.375,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,11,"When I got back up north, I still played in my mind the idea of moving down to Daytona Beach.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-expected,noEvent,major-expected,major-surprising,minor-expected,noEvent,noEvent",0.375,0.125,0.375,0.125,0.5
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,12,"My life as I knew it, was over in Ohio.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-expected,major-surprising,major-surprising,noEvent,minor-expected,noEvent,noEvent",0.375,0.125,0.25,0.25,0.5
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,13,"No job, no children, friends were far gone.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-expected,major-expected,major-expected,noEvent,minor-expected,major-expected,noEvent",0.5,0.125,0.625,0.0,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,14,"Thus, I took a big chance and decided to move down.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"major-expected,major-surprising,major-surprising,major-surprising,major-expected,minor-expected,noEvent,major-surprising",0.75,0.125,0.375,0.5,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,15,"I found a home in June of 2019, that sounded great!",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,minor-expected,noEvent,major-expected,major-expected,minor-expected,minor-expected,noEvent",0.25,0.375,0.625,0.0,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,16,"It was furnished and the cost was affordable, thus I decided on it, and began to throw away all my furniture and everthing else from my long past.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-expected,major-surprising,major-surprising,major-expected,minor-expected,noEvent,noEvent",0.5,0.125,0.375,0.25,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,17,"When I finally moved down in late July of 2019, I got here and found that I was a victim of an internet scam by the woman selling me a place to live.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"major-expected,major-surprising,major-surprising,major-expected,major-surprising,major-surprising,noEvent,major-surprising",0.875,0.0,0.25,0.625,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,18,There was no house.,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-surprising,major-surprising,major-surprising,noEvent,major-expected,major-surprising,noEvent",0.625,0.0,0.125,0.5,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,19,I had to live in a Motel 6 and an Airbnb until I could borrow money from my sister to find a home.,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,minor-expected,major-surprising,major-expected,major-expected,major-surprising,major-surprising,major-surprising",0.75,0.125,0.375,0.5,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,20,"The move itself now cost me $2000 and I have no furniture, forks, knives, dishes, pots, pans.....well I had nothing to put into it.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-expected,major-surprising,major-surprising,minor-expected,major-expected,major-expected,noEvent",0.625,0.125,0.5,0.25,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,21,"And it took me until the 3rd week of August to move in, and then I find out that a Hurricane is currently headed straight for Daytona Beach right now.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"major-surprising,major-surprising,major-surprising,major-expected,major-surprising,major-surprising,minor-expected,major-surprising",0.875,0.125,0.25,0.75,1.0
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,22,And the relationship with Debbie is more of a friend thing than a romantic one I was hoping for.,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"minor-expected,major-surprising,major-surprising,major-surprising,minor-expected,minor-expected,minor-expected,noEvent",0.375,0.5,0.5,0.375,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",recalled,3,23,"But, I plan to now make this my home and see what happens.",3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,"noEvent,major-surprising,major-surprising,noEvent,minor-expected,noEvent,noEvent,noEvent",0.25,0.125,0.125,0.25,0.375
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,0,I was about to move from Ohio to Florida.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-surprising,major-surprising,major-surprising,minor-expected,minor-expected,major-surprising",0.625,0.25,0.25,0.625,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,1,"I felt stagnant in Ohio, while at the same time I was interested in a woman I had met nearly 40 years ago when we both shared out first kiss when we were both 13.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-expected,major-expected,major-surprising,major-surprising,noEvent,minor-expected,major-surprising",0.625,0.125,0.375,0.375,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,2,"I had a stroke 2 years ago, and was now retired.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-surprising,major-surprising,major-surprising,minor-expected,major-surprising,major-surprising",0.75,0.125,0.125,0.75,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,3,"I found that I had no contact with my old friends anymore, and was hating the northern weather.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,minor-expected,noEvent,major-expected,minor-expected,noEvent,minor-expected,noEvent",0.125,0.375,0.5,0.0,0.5
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,4,At this same time I had been talking to my first kiss when I was quite young.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,minor-expected,major-surprising,major-surprising,noEvent,minor-expected,major-surprising,major-surprising",0.5,0.25,0.25,0.5,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,5,She was/is very beautiful and very nice.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,minor-expected,noEvent,major-expected,noEvent,noEvent,major-surprising,noEvent",0.25,0.125,0.25,0.125,0.375
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,6,I was shocked that she had been single for almost 12 years.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,noEvent,major-surprising,major-surprising,minor-expected,major-expected,major-surprising",0.625,0.125,0.25,0.5,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,7,It didn't sound like a horrible idea moving down to Daytona Beach Florida from Cleveland Ohio either.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-expected,major-surprising,major-expected,minor-expected,minor-expected,noEvent,noEvent",0.375,0.25,0.5,0.125,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,8,"The weather would be perfect, the ocean was near, and the chance for romance spurned me on.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-expected,major-surprising,major-surprising,noEvent,noEvent,noEvent,noEvent",0.375,0.0,0.125,0.25,0.375
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,9,"As good as I planned this trip from January to July, everything convinced me that this was a great move for me.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-expected,major-expected,major-expected,noEvent,noEvent,noEvent,noEvent",0.375,0.0,0.375,0.0,0.375
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,10,"I had a furnished mobile home awaiting me, the lady I was interested lived very near where I would me, and money would be plentiful for my happiness.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-expected,major-expected,major-surprising,major-surprising,minor-expected,minor-expected,major-surprising",0.625,0.25,0.5,0.375,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,11,"But, then everything that could've gone wrong did.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-surprising,minor-expected,major-surprising,major-surprising,noEvent,noEvent",0.5,0.125,0.125,0.5,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,12,I had 4 goodbye evenings planned to say goodbye to people I knew in Ohio.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-expected,minor-expected,major-surprising,minor-expected,major-expected,noEvent",0.5,0.25,0.5,0.25,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,13,Practically noone showed up at any of them.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"minor-expected,major-surprising,minor-expected,minor-expected,major-surprising,major-surprising,major-surprising,major-surprising",0.625,0.375,0.375,0.625,1.0
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,14,I did manage to give some things to a couple friends that were very good momentos of my life.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-expected,minor-expected,minor-expected,minor-expected,minor-expected,minor-expected",0.25,0.625,0.75,0.125,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,15,"And I gave, sold, or left behind all my furniture as I was just moving myself and my 2 cats down to Florida in my car.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,minor-expected,noEvent,minor-expected,major-surprising,noEvent,major-surprising,minor-expected",0.25,0.375,0.375,0.25,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,16,Just some few momentos and my clothes were all I took.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,minor-expected,noEvent,minor-expected,minor-expected,noEvent,noEvent,noEvent",0.0,0.375,0.375,0.0,0.375
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,17,And then things got worse.........,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,noEvent,major-surprising,minor-expected,major-surprising,major-surprising,noEvent,noEvent",0.375,0.125,0.125,0.375,0.5
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,18,"When I got down to Florida, I found out that I'd been scammed by the person that said they had a mobile home for me to rent.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"major-expected,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising",1.0,0.0,0.125,0.875,1.0
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,19,THERE WAS NO FURNISHED HOME!,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-surprising,major-expected,noEvent,major-expected,major-surprising,major-surprising",0.75,0.0,0.25,0.5,0.75
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,20,Talk about being floored!,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,noEvent,major-surprising,major-surprising,noEvent,noEvent,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,21,I had to stay and pay for a motel room at first (that the landlord said she would cover.),3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-surprising,major-expected,minor-expected,minor-expected,minor-expected,major-surprising",0.5,0.375,0.5,0.375,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,22,"After finding out about the scam, I booked myself into a cheaper (yet expensive) Airbnb while I tried to figure out where to stay.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"minor-expected,minor-expected,major-surprising,major-surprising,minor-expected,minor-expected,noEvent,minor-expected",0.25,0.625,0.625,0.25,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,23,"During all this, the woman I came down to see said she didn't want a romance, and that she just wanted a friendly platonic thing.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"major-expected,major-surprising,major-surprising,major-expected,major-expected,major-surprising,noEvent,major-surprising",0.875,0.0,0.375,0.5,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,24,(This after  talking to her for over 2 years over the phone.,3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-surprising,major-surprising,major-surprising,minor-expected,minor-expected,noEvent,noEvent",0.375,0.25,0.25,0.375,0.625
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,25,"Thanks to my sister lending me the money, I have now found a mobile home that I have bought with my sister's money.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"major-surprising,major-expected,major-surprising,major-expected,major-surprising,minor-expected,noEvent,major-surprising",0.75,0.125,0.375,0.5,0.875
3INZSNUD80CPQ2MIPJ0BKPPIVP59DU,"Sometimes in life, you have an opportunity to try and change your mundane life. This is what prompted me to make the changes I did. Sure, most of them started pretty bad, but I am hoping for a happier life in this move.",retold,1,26,"I have no furniture, and very little money to try and furnish it and to get by.",3Z4AIRP3C7ZNMNMY28SWOA5BE5EX1S,"noEvent,major-expected,major-surprising,major-surprising,minor-expected,noEvent,noEvent,noEvent",0.375,0.125,0.25,0.25,0.5
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,0,I attended a friends wedding today.,324G5B4FB4UT0JVPOCKYG69DOFX078,"major-expected,major-surprising,major-expected,major-surprising,major-expected,major-expected,minor-expected,major-expected",0.875,0.125,0.75,0.25,1.0
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,1,"She had been involved with her fiance for quite a while, and I always knew they should be together.",324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-expected,noEvent,major-expected,noEvent,noEvent,minor-expected,noEvent",0.25,0.125,0.375,0.0,0.375
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,2,It went well and was very cute.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,minor-expected,noEvent,major-surprising,noEvent,noEvent,minor-expected,noEvent",0.125,0.25,0.25,0.125,0.375
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,3,They both liked the same colors and everything was beautiful.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-surprising,noEvent,minor-expected,noEvent,minor-expected,noEvent,noEvent",0.125,0.25,0.25,0.125,0.375
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,4,All her friends from the past were part of the ceremony and it was quite uplifting.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-surprising,noEvent,major-expected,noEvent,noEvent,noEvent,noEvent",0.25,0.0,0.125,0.125,0.25
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,5,I was glad they shortened the ceremony a bit.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-surprising,major-surprising,major-expected,noEvent,major-surprising,noEvent,noEvent",0.5,0.0,0.125,0.375,0.5
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,6,They had original plans to do a lot more and spend more time on ceremony type things.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-surprising,noEvent,major-expected,noEvent,noEvent,minor-expected,noEvent",0.25,0.125,0.25,0.125,0.375
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,7,But in the end they just focused on things they both liked and what they knew the guests would like also.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-surprising,noEvent,major-expected,major-surprising,noEvent,major-surprising,noEvent",0.5,0.0,0.125,0.375,0.5
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,8,So the main focus was on food and games.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-surprising,noEvent,major-expected,major-surprising,minor-expected,noEvent,noEvent",0.375,0.125,0.25,0.25,0.5
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,9,Not so much the formal aspects.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,major-surprising,noEvent,major-surprising,noEvent,noEvent,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,10,They had so much food to choose from.,324G5B4FB4UT0JVPOCKYG69DOFX078,"minor-expected,major-surprising,major-surprising,major-surprising,noEvent,minor-expected,noEvent,minor-expected",0.375,0.375,0.375,0.375,0.75
3IQ9O0AYW6LPISBIF3632M67HS4TIM,Two women decided on this day to be together from the rest of their lives.  They did so in a ceremony attended by friends and family.,imagined,2,11,It was quite entertaining the different choices they had.,324G5B4FB4UT0JVPOCKYG69DOFX078,"noEvent,minor-expected,noEvent,major-surprising,noEvent,noEvent,major-surprising,noEvent",0.25,0.125,0.125,0.25,0.375
